Aiguille Verte,"4,122m (13,524ft)","Haute-Savoie, France",45°56′05″N,6°58′12″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Aiguille_Verte_ateabutnoe.jpg/1200px-Aiguille_Verte_ateabutnoe.jpg,Mountain,"The Aiguille Verte (French pronunciation: ​[eɡɥij vɛʁt]; 4,122 m (13,524 ft)), which is French for ""Green Needle"", is a mountain in the Mont Blanc massif in the French Alps.
"
Aiguille d'Argentière,"3,901m (12,799ft)","Haute-Savoie, France / Valais, Switzerland",45°57′35.14″N,7°01′13.15″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/AiguilledArgenti%C3%A8re.jpg/1200px-AiguilledArgenti%C3%A8re.jpg,Mountain,"The Aiguille d'Argentière (3,901 metres (12,799 ft)) is a mountain in the Mont Blanc massif on the border between France and Switzerland.
"
Aiguille de Polset,"3,531m (11,585ft)","Savoie, France",45°16′35″N,06°38′31″E,https://upload.wikimedia.org/wikipedia/commons/9/92/Aiguille_de_Polset.jpg,Mountain,"Aiguille de Polset is a mountain of Savoie, France. It lies in the Massif de la Vanoise range. It has an elevation of 3,531 metres above sea level. · .
"
Aiguille de Péclet,"3,561m (11,683ft)","Savoie, France",45°16′52″N,06°37′26″E,https://upload.wikimedia.org/wikipedia/commons/4/4b/Aiguille_de_P%C3%A9clet.jpg,Mountain,"Aiguille de Péclet (3,561 m) is a mountain of Savoie, France. It lies in the Massif de la Vanoise in the Graian Alps east of the resort of Val Thorens, on the edge of the Vanoise National Park.
"
Aiguille de la Grande Sassière,"3,751m (12,306ft)","Aosta Valley, Italy/Savoie, France",45°30′18″N,6°59′59″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sassiere_001.jpg/1200px-Sassiere_001.jpg,Mountain,"Aiguille de la Grande Sassière is a mountain in the Graian Alps, on the boundary between the Aosta Valley (northern Italy) and the French department of Savoie.
"
Aiguille des Glaciers,"3,816m (12,520ft)","Savoie and Haute-Savoie, France  Aosta Valley, Italy",45°46′43″N,06°48′09″E,https://upload.wikimedia.org/wikipedia/commons/8/88/Aigdesglaciers.jpg,Mountain,"The Aiguille des Glaciers (Italian: Aiguille des Glaciers) (3,816 m) is a mountain in the Mont Blanc massif of the Alps, falling within Savoie and Haute-Savoie, France and the Aosta Valley, Italy.
"
Aiguille du Dru,"3,754m (12,316ft)","Haute-Savoie, France",45°55′58″N,6°57′23″E,https://upload.wikimedia.org/wikipedia/commons/c/c6/Drus-2006.jpg,Mountain,"The Aiguille du Dru (also the Dru or the Drus; French, Les Drus) is a mountain in the Mont Blanc massif in the French Alps. It is situated to the east of the village of Les Praz in the Chamonix valley. ""Aiguille"" means ""needle"" in French.
"
Aiguille du Goûter,"3,863m (12,674ft)","Haute-Savoie, France",45°51′02″N,06°49′52″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Aiguille_du_Go%C3%BBter_2122_2275.JPG/1200px-Aiguille_du_Go%C3%BBter_2122_2275.JPG,Mountain,"Aiguille du Goûter (3,863 m) is a mountain in the Mont Blanc massif of Haute-Savoie, France.
"
Dent du Géant,"4,013m (13,166ft)",No location,45°51′43″N,6°57′6″E,https://upload.wikimedia.org/wikipedia/commons/d/d0/AiguilleduGeant0001.jpg,Mountain,"The Dent du Géant (It.: Dente del Gigante, ""giant's tooth"") (4,013 m)  is a mountain in the Mont Blanc massif in France and Italy.
"
Aiguille du Midi,"3,842m (12,605ft)","Haute-Savoie, Rhône-Alpes, France",45°52′43″N,06°53′14″E,https://upload.wikimedia.org/wikipedia/commons/0/0f/Aiguille-du-Midi-sundown.JPG,Mountain,"The Aiguille du Midi (3,842 m (12,605 ft)) is a mountain in the Mont Blanc massif within the French Alps. It is a popular tourist destination and can be directly accessed by cable car from Chamonix that takes visitors close to Mont Blanc.
"
Aiguilles d'Arves,"3,514m (11,529ft)","Savoie, France",45°07′23″N,6°20′04″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/AiguillesArves001.jpg/1200px-AiguillesArves001.jpg,Mountain,"The Aiguilles d’Arves (3,514 metres (11,529 ft)) is a mountain in the Arves massif in the French Alps. The mountain, comprising three separate peaks (in French Aiguille), is the highest point of the massif, and is located in the department of Savoie.
"
Aiguilles du Diable,"4,114m (13,497ft)","Haute-Savoie, France",45°51′17″N,06°53′25″E,https://upload.wikimedia.org/wikipedia/commons/a/aa/Aiguilles_du_Diable.jpg,Mountain,"The Aiguilles du Diable (literally ""Devil's Needles"", German: Teufelsspitzen) are a group of five rock needles, all over 4,000 metres high, on the southeast arête (also called the Teufelsgrat or Devil's Ridge of the Mont Blanc du Tacul. The pinnacles lies within the French part of the Mont Blanc Massif in the departement of Haute-Savoie. The highest needle is L’Isolée (4,114 m), followed by Pointe Carmen (4,109 m), Pointe Médiane (4,097 m), Pointe Chaubert (4,074 m) und Corne du Diable (4,064 m).
"
Ailefroide,"3,954m (12,972ft)",No location,44°53′06″N,6°21′22″E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Ailefroide_%283953%29_Face_Nord.jpg/1200px-Ailefroide_%283953%29_Face_Nord.jpg,Mountain,"The Ailefroide (3,954 m) is a mountain in the Massif des Écrins in the French Alps, and is the third highest peak in the Dauphiné Alps after the Barre des Écrins and La Meije. It lies at the south-western end of the Mont Pelvoux–Pic Sans Nom–Ailefroide ridge.
"
Mount Aino,"3,189.13m (10,463.0ft)",No location,35°38′46″N,138°13′42″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Mount_Aino_fom_Mount_Kita_2001-7-2.jpg/1200px-Mount_Aino_fom_Mount_Kita_2001-7-2.jpg,Mountain,"Mount Aino (間ノ岳, Aino-dake), or Ainodake, is a peak of the Akaishi Mountains−Southern Alps, in Minami Alps National Park, Japan.
"
Ajusco,"3,930m (12,890ft)",No location,19°12′27″N,99°15′29″W,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Cumbres_del_Ajusco.jpg/1200px-Cumbres_del_Ajusco.jpg,Mountain,"Ajusco is a 3,930 m (12,894 ft) lava dome volcano located just south of Mexico City, Mexico, in the Tlalpan borough of the city. It is the highest point in the city.
"
Akaishi Mountains,"3,193m (10,476ft)",No location,35°40′16″N,138°14′31.3″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Mount_Kita_from_Mount_Komatsu_1997-1-1.jpg/1200px-Mount_Kita_from_Mount_Komatsu_1997-1-1.jpg,Mountain,"Akaishi Mountains (赤石山脈, Akaishi Sanmyaku) is a mountain range in central Honshū, Japan, bordering Nagano, Yamanashi and Shizuoka prefectures. It is also called the Southern Alps (南アルプス, Minami Arupusu), as it joins with the Hida Mountains (""Northern Alps"") and the Kiso Mountains (""Central Alps"") to form the Japanese Alps.
"
Alam-Kuh,"4,805m (15,764ft)","Mazandaran, Iran",36°22′33″N,50°57′45″E,https://upload.wikimedia.org/wikipedia/commons/c/c3/AlamKooh.jpg,Mountain,"Douglas Busk, a British mountaineer,  climbed Alam-Kuh via the east ridge in 1933 and again in 1934 from over the west ridge.
"
Alaska Range,"6,200.5m (20,343ft)",No location,63°04′10″N,151°00′26″W,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Peaks_of_the_Alaska_Range_%281%29.jpg/1200px-Peaks_of_the_Alaska_Range_%281%29.jpg,Mountain,"The Alaska Range is a relatively narrow, 650-km-long (400 mi) mountain range in the southcentral region of the U.S. state of Alaska, from Lake Clark at its southwest end to the White River in Canada's Yukon Territory in the southeast.  The highest mountain in North America, Denali, is in the Alaska Range. It is part of the American Cordillera.
"
Alborz,"5,610.0m (18,405.5ft)",No location,35°57′20″N,52°06′36″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Almighty_Damavand_%D8%AF%D9%85%D8%A7%D9%88%D9%86%D8%AF_%D9%BE%D9%88%D8%B4%DB%8C%D8%AF%D9%87_%D8%A7%D8%B2%D8%A8%D8%B1%D9%81_%D8%A7%D8%B2%D8%AF%D9%88%D8%B1%D8%A7%D9%87%DB%8C_%D9%85%D8%B9%D8%AF%D9%86_%DA%A9%D9%85%D8%B1%D8%AF%D8%B4%D8%AA_-_panoramio.jpg/1200px-Almighty_Damavand_%D8%AF%D9%85%D8%A7%D9%88%D9%86%D8%AF_%D9%BE%D9%88%D8%B4%DB%8C%D8%AF%D9%87_%D8%A7%D8%B2%D8%A8%D8%B1%D9%81_%D8%A7%D8%B2%D8%AF%D9%88%D8%B1%D8%A7%D9%87%DB%8C_%D9%85%D8%B9%D8%AF%D9%86_%DA%A9%D9%85%D8%B1%D8%AF%D8%B4%D8%AA_-_panoramio.jpg,Mountain,"The Alborz (listen (help·info) Persian: البرز‎), also spelled as Alburz, Elburz or Elborz,  is a mountain range in northern Iran that stretches from the border of Azerbaijan along the western and entire southern coast of the Caspian Sea and finally runs northeast and merges into the Aladagh Mountains in the northern parts of Khorasan. This mountain range is divided into Western, Central, and Eastern Alborz Mountains. The Western Alborz Range (usually called the Talysh) runs south-southeastward almost along the western coast of the Caspian Sea. The Central Alborz (the Alborz Mountains in the strictest sense) runs from west to east along the entire southern coast of the Caspian Sea, while the Eastern Alborz runs in a northeasterly direction towards the northern parts of the Khorasan region southeast of the Caspian Sea. Mount Damavand, the highest mountain in Iran, is located in the Central Alborz Mountains.
"
Aletschhorn,"4,193m (13,757ft)","Valais, Switzerland",46°27′54.36″N,7°59′37.18″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Aletschhorn_from_Konkordiaplatz.jpg/1200px-Aletschhorn_from_Konkordiaplatz.jpg,Mountain,"The Aletschhorn (4,193 m (13,757 ft)) is a mountain in the Alps in Switzerland, lying within the Jungfrau-Aletsch region, which has been designated a World Heritage Site by UNESCO. The mountain shares part of its name with the Aletsch Glacier lying at its foot.
"
Allalinhorn,"4,027m (13,212ft)","Valais, Switzerland",46°02′46.1″N,7°53′41.3″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Allalin.jpg/1200px-Allalin.jpg,Mountain,"The Allalinhorn (4,027 m (13,212 ft)) is a mountain in the Pennine Alps in Switzerland. It lies between Zermatt and Saas-Fee in the canton of Valais, and is part of the Mischabel range, which culminates at the Dom (4,545 m).
"
Allgäu Alps,"2,656m (8,714ft)",No location,47°18′43″N,10°21′22″E,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Grosser_Krottenkopf.JPG/1200px-Grosser_Krottenkopf.JPG,Mountain,"The Allgäu Alps (German: Allgäuer Alpen) are a mountain range in the Northern Limestone Alps, located in Bavaria in Germany and Tyrol and Vorarlberg in Austria. The range lies directly east of Lake Constance.
"
Alpamayo,"5,947m (19,511ft)","Ancash, Peru",08°52.75′S,77°39.22′W,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Alpamayo_12.jpg/1200px-Alpamayo_12.jpg,Mountain,"Alpamayo (possibly from Quechua allpa earth, mayu river, ""earth river"") or Shuyturaju (possibly from Ancash Quechua huytu, shuytu oblong, slim and long, Quechua rahu snow, ice, mountain with snow) is one of the most conspicuous peaks in the Cordillera Blanca of the Peruvian Andes. Alpamayo Creek originates northwest of it.
"
Alphubel,"4,206m (13,799ft)","Valais, Switzerland",46°3′46.58″N,7°51′50.08″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Alphubel_from_Saas_Fee_2.JPG/1200px-Alphubel_from_Saas_Fee_2.JPG,Mountain,"The Alphubel (4,206 m) is a mountain of the Swiss Pennine Alps, located between the valleys of Zermatt and Saas in the canton of Valais. It is part of the Mischabel range, which culminates at the Dom (4,545 m). The summit of the Alphubel consists of a large ice-covered plateau, part of the Fee Glacier on its east side. The west side of the mountain is more rocky and much steeper. It overlooks the Weingartensee.
"
Altyn-Tagh,"6,245m (20,489ft)",No location,37°55′N,87°23′E,https://upload.wikimedia.org/wikipedia/commons/0/07/Altai%2C_Tienschan-Orte.png,Mountain,"Altyn-Tagh, (Astyn-Tagh, Altun Mountains, Pinyin: Altun Shan, A-erh-chin, Wade–Giles: A-erh-chin shan, Aerjin Shan, (Chinese: 阿尔金山)) is a part of the range south of Lop Nor, and is a mountain range in northwestern China that separates the eastern Tarim Basin from the Tibetan Plateau. The western third is in Xinjiang while the eastern part forms the border between Qinghai to the south and Xinjiang and Gansu to the north.
"
Ama Dablam,"6,812m (22,349ft)","Khumbu, Nepal",27°51′40″N,86°51′40″E,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Ama_Dablam2.jpg/1200px-Ama_Dablam2.jpg,Mountain,"Ama Dablam is a mountain in the Himalaya range of eastern Nepal. The main peak is 6,812 metres (22,349 ft), the lower western peak is 6,170 metres (20,243 ft). Ama Dablam means ""Mother's necklace""; the long ridges on each side like the arms of a mother (ama) protecting her child, and the hanging glacier thought of as the dablam, the traditional double-pendant containing pictures of the gods, worn by Sherpa women. For several days, Ama Dablam dominates the eastern sky for anyone trekking to Mount Everest basecamp.  For its soaring ridges and steep faces Ama Dablam is sometimes referred as the ""Matterhorn of the Himalayas.""
"
Amarnath Peak,"5,186m (17,014ft)",Kashmir Valley,34°13′30″N,75°29′30″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/India_Jammu_and_Kashmir_location_map_UN_view.svg/1200px-India_Jammu_and_Kashmir_location_map_UN_view.svg.png,Mountain,"Amarnath Peak is a mountain with a peak elevation of 5,186 metres (17,014 ft), in Ganderbal district of Kashmir, in the vicinity of Sonamarg. Amarnath Peak is part of the Himalayas, and is located south of Zojila and west of Machoi Glacier. It lies 117 km northeast from Srinagar, 13 km from Baltal in the southeast. It lies 6 km south of Zojila. The melt waters form a major tributary of the Sind River at Baltal.
"
Amne Machin,"6,282m (20,610ft)","Qinghai, China",34°47′54″N,99°27′45″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Amne_Machin.jpg/1200px-Amne_Machin.jpg,Mountain,"Amne Machin or Anyi Machen (Chinese: 阿尼玛卿; pinyin: Āní Mǎqīng, Tibetan: .mw-parser-output .uchen{font-family:""Qomolangma-Dunhuang"",""Qomolangma-Uchen Sarchen"",""Qomolangma-Uchen Sarchung"",""Qomolangma-Uchen Suring"",""Qomolangma-Uchen Sutung"",""Qomolangma-Title"",""Qomolangma-Subtitle"",""Qomolangma-Woodblock"",""DDC Uchen"",""DDC Rinzin"",Kailash,""BabelStone Tibetan"",Jomolhari,""TCRC Youtso Unicode"",""Tibetan Machine Uni"",Wangdi29,""Noto Sans Tibetan"",""Microsoft Himalaya""}.mw-parser-output .ume{font-family:""Qomolangma-Betsu"",""Qomolangma-Chuyig"",""Qomolangma-Drutsa"",""Qomolangma-Edict"",""Qomolangma-Tsumachu"",""Qomolangma-Tsuring"",""Qomolangma-Tsutong"",""TibetanSambhotaYigchung"",""TibetanTsugRing"",""TibetanYigchung""}ཨ་མྱེ་རྨ་ཆེན།, Wylie: a mye rma chen, ""Grandfather Pomra"") is the highest peak of a mountain range of the same name (Chinese: 阿尼玛卿山; pinyin: Āní Mǎqīng Shān) in the province of Qinghai in west-central China. It is revered in Tibetan Buddhism as the home of the chief indigenous deity of Amdo, Machen Pomra.
"
Ampato,"6,288m (20,630ft)","Arequipa, Peru",15°49′S,71°53′W,https://upload.wikimedia.org/wikipedia/commons/e/e8/Ampato023.jpg,Mountain,"Ampato (possibly from Quechua hamp'atu or from Aymara jamp'atu, both meaning ""frog"") is a dormant 6,288-metre (20,630 ft) stratovolcano in the Andes of southern Peru. It lies about 70–75 kilometres (43–47 mi) northwest of Arequipa and is part of a north-south chain that includes the volcanoes Hualca Hualca and Sabancaya, the last of which has been active in historical time.
"
Anamudi,"2,695m (8,842ft)","Border of Kothamangalam Taluk, Ernakulam district and Devikulam Taluk, Idukki district, Kerala, India[5]",10°10′09″N,77°03′38″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Anamudi_from_Munnar_Gundumalai_road.jpg/1200px-Anamudi_from_Munnar_Gundumalai_road.jpg,Mountain,"Anamudi (Malayalam pronunciation: ​[aːnɐmʊɖi], ആനമുടി) is a mountain located in the Indian state of Kerala. It is the highest peak in the Western Ghats and South India, at an elevation of 2,695 metres (8,842 ft) and a topographic prominence of 2,479 metres (8,133 ft). It lies on the border of Devikulam Taluk, Idukki district and Kothamangalam Taluk, Ernakulam district. The name Anamudi literally translates to ""elephant's forehead,"" a reference to the resemblance of the mountain to an elephant's head.
"
Ancohuma,"6,427m (21,086ft)","La Paz Department, Bolivia",15°51′12″S,68°32′27″W,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Bolivia_physical_map.svg/1200px-Bolivia_physical_map.svg.png,Mountain,"Ancohuma or Janq'u Uma (Aymara janq'u white, uma water, ""white water"", also spelled Janq'uma, other spellings, Jankho Uma, Jankhouma)  is the third highest mountain in Bolivia (after Sajama and Illimani). It is located in the northern section of the Cordillera Real, part of the Andes, east of Lake Titicaca. It lies just south of the slightly lower Illampu, near the town of Sorata.
"
Andes,"6,961m (22,838ft)",No location,32°S,70°W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Cordillera_de_los_Andes.jpg/1200px-Cordillera_de_los_Andes.jpg,Mountain,"The Andes or Andean Mountains (Spanish: Cordillera de los Andes) are the longest continental mountain range in the world, forming a continuous highland along the western edge of South America. This range is about 7,000 km (4,300 mi) long, about 200 to 700 km (120 to 430 mi) wide (widest between 18° south and 20° south latitude), and of an average height of about 4,000 m (13,000 ft). The Andes extend from north to south through seven South American countries: Venezuela, Colombia, Ecuador, Peru, Bolivia, Chile and Argentina.
"
Aneto,"3,404m (11,168ft)","Ribagorza, Aragon, Spain",42°37′56″N,00°39′28″E,https://upload.wikimedia.org/wikipedia/commons/9/93/Aneto_01.jpg,Mountain,"Aneto is the highest mountain in the Pyrenees and in Aragon, and Spain's third-highest mountain, reaching a height of 3,404 metres (11,168 ft). It stands in the Spanish province of Huesca, the northernmost of all three Aragonese provinces, 4 miles south of the French border. It forms the southernmost part of the Maladeta massif. It is also still locally known as Pic de Néthou in French, that name and its variants having been in general use until the beginning of the 20th century.
"
Angel Sar,"6,858m (22,500ft)","Gilgit–Baltistan, Pakistan",35°50′57″N,76°29′26″E,https://upload.wikimedia.org/wikipedia/commons/c/ce/K2_8611.jpg,Mountain,"Angel Sar or Angel Peak (Urdu: اینجل سر‬‎)  is a mountain in Karakoram range of Gilgit–Baltistan, Pakistan, near K2, the second highest mountain on Earth.
"
Annapurna Massif,"8,091m (26,545ft)","Gandaki Zone, Nepal",28°35′46″N,83°49′13″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/South_Face_of_Annapurna_I_%28Main%29.jpg/1200px-South_Face_of_Annapurna_I_%28Main%29.jpg,Mountain,No Description
Antelao,"3,263m (10,705ft)","Province of Belluno, Italy",46°27′9″N,12°15′38″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Antelao.jpg/1200px-Antelao.jpg,Mountain,"Monte Antelao (Cadorino dialect: Nantelòu) is the highest mountain in the eastern Dolomites (a section of the Alps) in northeastern Italy, southeast of the town of Cortina d'Ampezzo, in the region of Cadore. It is known as the ""King of the Dolomites"". (Marmolada, the highest of all the Dolomites, is the ""Queen"".) Like many Dolomite peaks, Antelao is steep, rocky, and pointed; it also sits close to the edge of the Dolomite uplift and so has dramatic drops to the nearby valleys.
"
Antisana,"5,704m (18,714ft)",No location,00°28′53″S,78°08′27″W,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Antisana.JPG/1200px-Antisana.JPG,Mountain,"Antisana is a stratovolcano of the northern Andes, in Ecuador. It is the fourth highest volcano in Ecuador, at 5,704 metres (18,714 ft), and is located 50 kilometres (31 mi) SE of the capital city of Quito.
"
Antofalla,"6,409m (21,027ft)","Catamarca, Argentina",25°33′S,67°53′W,https://upload.wikimedia.org/wikipedia/commons/5/5b/Antofalla-sunset.jpg,Mountain,"Antofalla is a Miocene-Pliocene volcano in Argentina's Catamarca Province. It is part of the volcanic segment of the Andes in Argentina, and it is considered to be part of the Central Volcanic Zone, one of the volcanic zones of the Andes. Antofalla forms a group of volcanoes that are aligned on and behind the main volcanic arc. Antofalla itself is a remote volcano.
"
Aoraki / Mount Cook,"3,724m (12,218ft)",No location,43°35′42.2″S,170°8′31.7″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Aoraki_Mount_Cook.JPG/1200px-Aoraki_Mount_Cook.JPG,Mountain,"Aoraki / Mount Cook is the highest mountain in New Zealand. Its height since 2014 is listed as 3,724 metres (12,218 feet), down from 3,764 m (12,349 ft) before December 1991, due to a rockslide and subsequent erosion. It lies in the Southern Alps, the mountain range which runs the length of the South Island. A popular tourist destination, it is also a favourite challenge for mountain climbers. Aoraki / Mount Cook consists of three summits, from South to North the Low Peak (3,593 m or 11,788 ft), Middle Peak (3,717 m or 12,195 ft) and High Peak. The summits lie slightly south and east of the main divide of the Southern Alps, with the Tasman Glacier to the east and the Hooker Glacier to the southwest.
"
Api (mountain),"7,132m (23,399ft)","Darchula district, Northwestern Nepal",30°00′15″N,80°56′00″E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Api_Nampa.JPG/1200px-Api_Nampa.JPG,Mountain,No Description
Appalachian Mountains,"6,684ft (2,037m)",No location,40°N,78°W,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/MonNatForest.jpg/1200px-MonNatForest.jpg,Mountain,"The Appalachian Mountains[a] (French: les Appalaches), often called the Appalachians, are a system of mountains in eastern North America. The Appalachians first formed roughly 480 million years ago during the  Ordovician Period. They once reached elevations similar to those of the Alps and the Rocky Mountains before experiencing natural erosion. The Appalachian chain is a barrier to east-west travel, as it forms a series of alternating ridgelines and valleys oriented in opposition to most highways and railroads running east-west.
"
Apsarasas Kangri,"7,245m (23,770ft)","China border with the Siachen Glacier region (controlled by India, claimed by Pakistan)",35°32′N,77°09′E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Topografic_map_of_Tibetan_Plateau.png/1200px-Topografic_map_of_Tibetan_Plateau.png,Mountain,"Apsarasas Kangri is a mountain in the Siachen Karakoram range. With an elevation of 7,245 m (23,770 ft) it is the 96th highest mountain in the world. Apsarasas Kangri is located on the border between Xinjiang, China and the Siachen Glacier region, controlled by India and claimed by Pakistan.
"
